title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,country
"m 6.6 - 41 km ssw of coquimbo, chile",6.6,2013-10-31 23:03:00,6,7,green,1,723,us,0,0.636,31.0,mww,27.0,-30.2921,-71.5215,"coquimbo, chile",chile
"m 7.1 - off the east coast of honshu, japan",7.1,2013-10-25 17:10:00,6,4,green,1,872,us,0,3.968,10.0,mww,35.0,37.1557,144.661,"off the east coast of honshu, japan",unknown
"m 6.6 - 98 km sw of etchoropo, mexico",6.6,2013-10-19 17:54:00,8,5,green,1,692,us,0,1.98,44.0,mww,9.45,26.0913,-110.321,"etchoropo, mexico",unknown
"m 6.8 - 62 km wsw of panguna, papua new guinea",6.8,2013-10-16 10:30:00,0,6,green,1,711,us,0,5.79,9.0,mww,35.0,-6.4456,154.931,"panguna, papua new guinea",papua new guinea
"m 7.1 - 4 km se of sagbayan, philippines",7.1,2013-10-15 00:12:00,9,8,orange,1,1092,us,0,3.144,12.0,mww,19.04,9.8796,124.117,"sagbayan, philippines",philippines
"m 6.6 - 36 km w of kíssamos, greece",6.6,2013-12-10 13:11:00,5,6,yellow,0,691,us,0,1.984,40.0,mww,40.0,35.5142,23.2523,"kíssamos, greece",unknown
m 6.7 - sea of okhotsk,6.7,2013-01-10 03:38:00,0,3,green,0,691,us,0,2.958,11.0,mww,573.0,53.1995,152.786,okhotsk,unknown
"m 6.5 - kermadec islands, new zealand",6.5,2013-09-30 05:55:00,0,4,green,1,650,us,0,1.709,21.0,mww,41.54,-30.9255,-178.323,"kermadec islands, new zealand",unknown
"m 6.8 - 129 km wsw of khuzdar, pakistan",6.8,2013-09-28 07:34:00,7,7,orange,0,1005,us,0,7.359,17.0,mww,12.0,27.1825,65.5052,"khuzdar, pakistan",pakistan
"m 7.1 - 16 km wsw of atiquipa, peru",7.1,2013-09-25 16:42:00,8,7,green,1,843,us,0,4.446,17.0,mww,40.0,-15.8385,-74.5112,"atiquipa, peru",peru
"m 7.7 - 113 km nw of bela, pakistan",7.7,2013-09-24 11:29:00,5,8,red,0,2015,us,0,7.241,17.0,mww,15.0,26.951,65.5009,"bela, pakistan",pakistan
"m 6.5 - 81 km ssw of atka, alaska",6.5,2013-04-09 02:32:00,0,6,green,1,650,us,0,0.735,24.0,mww,20.0,51.5573,-174.767,"atka, alaska",unknown
"m 6.5 - izu islands, japan region",6.5,2013-04-09 00:18:00,5,3,green,0,739,us,0,3.276,26.0,mww,402.0,29.9377,138.833,"izu islands, japan region",unknown
"m 6.5 - 180 km ne of lospalos, timor leste",6.5,2013-01-09 11:52:00,4,5,green,0,668,us,0,3.097,11.0,mww,112.0,-7.44,128.221,"lospalos, timor leste",indonesia
"m 7.0 - 101 km sw of atka, alaska",7.0,2013-08-30 16:25:00,5,6,green,0,758,us,0,0.624,53.0,mww,29.0,51.537,-175.23,"atka, alaska",unknown
"m 6.5 - 29 km se of blenheim, new zealand",6.5,2013-08-16 02:31:00,9,7,yellow,1,690,us,0,0.0,0.0,mww,8.2,-41.734,174.152,"blenheim, new zealand",new zealand
"m 6.7 - 101 km wsw of bahía solano, colombia",6.7,2013-08-13 15:43:00,4,5,green,1,715,us,0,3.741,22.0,mww,12.0,5.7732,-78.1999,"bahía solano, colombia",unknown
"m 6.5 - 38 km ese of blenheim, new zealand",6.5,2013-07-21 05:09:00,6,7,yellow,1,693,us,229,0.0,20.0,mww,17.0,-41.704,174.337,"blenheim, new zealand",new zealand
m 7.3 - south sandwich islands region,7.3,2013-07-15 14:03:00,0,6,green,1,820,us,398,0.0,43.0,mww,11.0,-60.857,-25.07,south sandwich islands region,united kingdom of great britain and northern ireland (the)
"m 6.6 - 26 km ne of kandrian, papua new guinea",6.6,2013-07-07 20:30:00,4,6,green,0,674,us,139,0.0,14.0,mww,56.0,-6.029,149.706,"kandrian, papua new guinea",papua new guinea
"m 7.3 - 190 km ene of kokopo, papua new guinea",7.3,2013-07-07 18:35:00,0,4,green,1,820,us,117,0.0,24.0,mww,385.5,-3.917,153.927,"kokopo, papua new guinea",papua new guinea
m 6.6 - northern mid-atlantic ridge,6.6,2013-06-24 22:04:00,0,7,green,1,670,us,111,0.0,16.0,mww,10.0,10.701,-42.594,northern mid-atlantic ridge,unknown
"m 6.5 - 44 km w of masachapa, nicaragua",6.5,2013-06-15 17:34:00,5,6,green,1,679,us,698,0.0,27.0,mww,30.0,11.763,-86.926,"masachapa, nicaragua",unknown
"m 6.7 - south of java, indonesia",6.7,2013-06-13 16:47:00,5,4,green,0,710,us,515,0.0,24.0,mww,9.0,-10.004,107.236,"java, indonesia",unknown
m 6.7 - sea of okhotsk,6.7,2013-05-24 14:56:00,0,3,green,1,691,us,217,0.0,25.2,mwb,624.0,52.235,151.444,okhotsk,unknown
m 8.3 - sea of okhotsk,8.3,2013-05-24 05:44:00,5,5,green,1,1115,us,385,0.0,10.0,mww,598.1,54.892,153.221,okhotsk,unknown
"m 7.4 - 292 km sw of vaini, tonga",7.4,2013-05-23 17:19:00,0,6,green,1,842,us,626,0.0,16.0,mww,173.7,-23.009,-177.232,"vaini, tonga",unknown
"m 6.8 - pagan region, northern mariana islands",6.8,2013-05-14 00:32:00,0,3,green,0,711,us,131,0.0,18.0,mww,602.2,18.728,145.288,"pagan region, northern mariana islands",unknown
"m 6.5 - 33 km n of rabaul, papua new guinea",6.5,2013-04-23 23:14:00,0,6,green,1,650,us,264,0.0,16.6,mww,10.0,-3.898,152.127,"rabaul, papua new guinea",papua new guinea
"m 6.6 - 56 km wsw of linqiong, china",6.6,2013-04-20 00:02:00,8,8,red,0,2083,us,548,0.0,12.6,mww,14.0,30.308,102.888,"linqiong, china",people's republic of china
"m 7.2 - 252 km ene of kuril’sk, russia",7.2,2013-04-19 03:05:00,5,7,green,1,804,us,770,0.0,10.1,mww,110.0,46.221,150.788,"kuril’sk, russia",russia
"m 6.6 - 23 km ese of aitape, papua new guinea",6.6,2013-04-16 22:55:00,7,7,green,1,672,us,445,0.0,11.0,mww,13.0,-3.214,142.542,"aitape, papua new guinea",papua new guinea
"m 7.7 - 79 km ese of kh?sh, iran",7.7,2013-04-16 10:44:00,8,8,yellow,0,1421,us,506,0.0,26.6,mww,80.0,28.033,61.996,"kh?sh, iran",iran
"m 6.6 - 98 km w of panguna, papua new guinea",6.6,2013-04-14 01:32:00,0,5,green,1,670,us,491,0.0,11.5,mww,31.0,-6.475,154.607,"panguna, papua new guinea",unknown
"m 7.0 - 260 km wsw of abepura, indonesia",7.0,2013-06-04 04:42:00,3,7,green,1,755,us,640,0.0,11.4,mww,66.0,-3.517,138.476,"abepura, indonesia",indonesia
"m 6.5 - 36 km e of finschhafen, papua new guinea",6.5,2013-10-03 22:51:00,0,6,green,1,650,us,317,0.0,14.2,mww,28.0,-6.598,148.174,"finschhafen, papua new guinea",papua new guinea
"m 6.5 - 87 km se of ozernovskiy, russia",6.5,2013-01-03 13:20:00,3,6,green,0,651,us,480,0.0,20.7,mww,29.0,50.958,157.408,"ozernovskiy, russia",unknown
"m 6.9 - 81 km se of ozernovskiy, russia",6.9,2013-02-28 14:05:00,5,6,green,1,736,us,531,0.0,20.7,mww,41.0,50.954,157.283,"ozernovskiy, russia",unknown
"m 6.6 - 183 km sw of belaya gora, russia",6.6,2013-02-14 13:13:00,0,7,green,1,670,us,697,0.0,15.3,mww,11.0,67.631,142.508,"belaya gora, russia",russia
"m 6.6 - 30 km ssw of lata, solomon islands",6.6,2013-09-02 21:02:00,0,6,green,1,670,us,421,0.0,16.6,mww,18.0,-10.994,165.741,"lata, solomon islands",solomon islands
"m 6.9 - 2 km nne of yacuanquer, colombia",6.9,2013-09-02 14:16:00,5,5,green,1,904,us,562,0.0,23.7,mww,145.0,1.135,-77.393,"yacuanquer, colombia",colombia
"m 7.1 - 32 km se of lata, solomon islands",7.1,2013-08-02 15:26:00,9,6,green,1,780,us,334,0.0,16.5,mww,21.0,-10.928,166.018,"lata, solomon islands",solomon islands
"m 6.8 - 22 km ese of lata, solomon islands",6.8,2013-08-02 11:12:00,0,7,green,1,711,us,400,0.0,17.5,mww,12.0,-10.838,165.969,"lata, solomon islands",solomon islands
"m 6.7 - 33 km ssw of lata, solomon islands",6.7,2013-07-02 18:59:00,0,6,green,1,691,us,387,0.0,26.5,mww,11.0,-10.997,165.655,"lata, solomon islands",solomon islands
"m 7.0 - 33 km nw of lata, solomon islands",7.0,2013-06-02 01:54:00,0,6,green,0,754,us,445,0.0,17.5,mww,8.8,-10.499,165.588,"lata, solomon islands",solomon islands
"m 7.1 - 112 km wsw of lata, solomon islands",7.1,2013-06-02 01:23:00,0,5,green,0,776,us,550,0.0,18.4,mww,10.0,-11.183,164.882,"lata, solomon islands",unknown
"m 8.0 - 75 km w of lata, solomon islands",8.0,2013-06-02 01:12:00,8,7,green,1,993,us,460,0.0,20.9,mww,24.0,-10.799,165.114,"lata, solomon islands",unknown
"m 6.9 - 18 km ssw of obihiro, japan",6.9,2013-02-02 14:17:00,6,7,yellow,0,814,us,686,0.0,28.0,mww,107.0,42.77,143.092,"obihiro, japan",japan
"m 6.8 - 54 km n of vallenar, chile",6.8,2013-01-30 20:15:00,6,7,green,0,771,us,596,0.0,19.3,mww,45.0,-28.094,-70.653,"vallenar, chile",chile
"m 7.5 - 110 km sw of edna bay, alaska",7.5,2013-05-01 08:58:00,6,6,unknown,0,1425,ak,0,0.0,0.0,mw,8.7,55.228,-134.859,"edna bay, alaska",unknown
"m 6.7 - 59 km ssw of sola, vanuatu",6.7,2012-12-21 22:28:00,0,4,unknown,0,691,us,521,0.0,13.7,mww,200.7,-14.344,167.286,"sola, vanuatu",vanuatu
m 7.1 - banda sea,7.1,2012-10-12 16:53:00,5,5,unknown,0,843,us,517,0.0,8.7,mww,155.0,-6.533,129.825,banda sea,indonesia
"m 7.3 - 234 km se of ?funato, japan",7.3,2012-07-12 08:18:00,6,5,unknown,0,1014,us,918,0.0,14.8,mww,31.0,37.89,143.949,"?funato, japan",unknown
"m 6.5 - 32 km sw of champerico, guatemala",6.5,2012-11-11 22:14:00,4,5,unknown,0,708,us,598,0.0,57.3,mww,20.0,14.129,-92.164,"champerico, guatemala",unknown
"m 6.8 - 51 km nne of shwebo, myanmar",6.8,2012-11-11 01:12:00,7,6,unknown,0,795,us,391,0.0,13.7,mww,13.7,23.005,95.885,"shwebo, myanmar",myanmar
"m 7.4 - 33 km s of champerico, guatemala",7.4,2012-07-11 16:35:00,8,7,yellow,0,1455,us,751,0.0,25.5,mww,24.0,13.988,-91.895,"champerico, guatemala",unknown
"m 7.8 - 206 km sw of prince rupert, canada",7.8,2012-10-28 03:04:00,8,7,unknown,0,1726,us,807,0.0,42.7,mww,14.0,52.788,-132.101,"prince rupert, canada",canada
m 6.5 - costa rica,6.5,2012-10-24 00:45:00,6,6,unknown,0,745,us,691,0.0,34.4,mww,17.0,10.086,-85.298,costa rica,costa rica
"m 6.6 - 163 km ene of tual, indonesia",6.6,2012-12-10 00:31:00,3,5,unknown,0,675,us,291,0.0,17.7,mww,13.0,-4.892,134.03,"tual, indonesia",indonesia
"m 7.3 - 11 km wnw of san agustín, colombia",7.3,2012-09-30 16:31:00,7,6,unknown,0,1221,us,934,0.0,15.5,mww,170.0,1.929,-76.362,"san agustín, colombia",colombia
"m 7.6 - 11 km ene of hojancha, costa rica",7.6,2012-05-09 14:42:00,8,7,unknown,0,1555,us,703,0.0,34.3,mww,35.0,10.085,-85.315,"hojancha, costa rica",costa rica
"m 7.6 - 89 km e of sulangan, philippines",7.6,2012-08-31 12:47:00,8,5,unknown,0,1115,us,682,0.0,10.2,mww,28.0,10.811,126.638,"sulangan, philippines",unknown
"m 7.3 - 126 km s of puerto el triunfo, el salvador",7.3,2012-08-27 04:37:00,5,5,unknown,0,994,us,417,0.0,37.0,mww,28.0,12.139,-88.59,"puerto el triunfo, el salvador",unknown
"m 6.6 - 140 km wnw of tobelo, indonesia",6.6,2012-08-26 15:05:00,4,5,unknown,0,678,us,497,0.0,14.6,mww,91.1,2.19,126.837,"tobelo, indonesia",indonesia
"m 7.7 - 156 km ene of poronaysk, russia",7.7,2012-08-14 02:59:00,7,4,unknown,0,941,us,862,0.0,13.8,mww,583.2,49.8,145.064,"poronaysk, russia",unknown
"m 6.5 - 105 km ese of kokopo, papua new guinea",6.5,2012-07-28 20:03:00,5,6,unknown,0,653,us,576,0.0,11.7,mww,41.0,-4.651,153.173,"kokopo, papua new guinea",papua new guinea
"m 6.6 - 76 km w of neiafu, tonga",6.6,2012-04-28 10:08:00,4,5,unknown,0,675,us,529,0.0,15.7,mww,134.7,-18.685,-174.705,"neiafu, tonga",tonga
"m 6.7 - 86 km sse of manokwari, indonesia",6.7,2012-04-21 01:16:00,0,7,unknown,0,691,us,370,0.0,15.4,mww,16.0,-1.617,134.276,"manokwari, indonesia",indonesia
"m 6.8 - 140 km n of lae, papua new guinea",6.8,2012-04-17 07:13:00,6,5,unknown,0,732,us,597,0.0,12.6,mww,198.0,-5.462,147.117,"lae, papua new guinea",papua new guinea
"m 6.7 - 22 km nw of hacienda la calera, chile",6.7,2012-04-17 03:50:00,0,7,unknown,0,691,us,518,0.0,26.9,mww,29.0,-32.625,-71.365,"hacienda la calera, chile",chile
"m 7.0 - 69 km ene of san luis, mexico",7.0,2012-12-04 07:15:00,7,7,unknown,0,1000,us,474,0.0,95.9,mww,13.0,28.696,-113.104,"san luis, mexico",mexico
"m 6.5 - 41 km nw of el habillal, mexico",6.5,2012-11-04 22:55:00,7,6,unknown,0,1171,us,599,0.0,54.1,mwb,20.0,18.229,-102.689,"el habillal, mexico",mexico
m 8.2 - off the west coast of northern sumatra,8.2,2012-11-04 10:43:00,9,6,green,0,1213,us,341,0.0,14.9,mwc,25.1,0.802,92.463,off the west coast of northern sumatra,unknown
m 8.6 - off the west coast of northern sumatra,8.6,2012-11-04 08:38:00,9,7,yellow,0,2048,official,499,0.0,16.6,mw,20.0,2.327,93.063,off the west coast of northern sumatra,unknown
"m 7.1 - 23 km ne of constitución, chile",7.1,2012-03-25 22:37:00,7,7,unknown,0,1496,us,553,0.0,15.2,mww,40.7,-35.2,-72.217,"constitución, chile",chile
"m 6.6 - 11 km ene of kainantu, papua new guinea",6.6,2012-03-21 22:15:00,6,6,unknown,0,709,us,640,0.0,10.1,mww,118.0,-6.242,145.955,"kainantu, papua new guinea",papua new guinea
"m 7.4 - 6 km e of santiago llano grande, mexico",7.4,2012-03-20 18:02:00,9,8,unknown,0,1752,us,672,0.0,37.9,mww,20.0,16.493,-98.231,"santiago llano grande, mexico",mexico
"m 6.7 - 38 km ne of saryg-sep, russia",6.7,2012-02-26 06:17:00,7,7,unknown,0,833,us,596,0.0,13.4,mww,12.0,51.708,95.991,"saryg-sep, russia",russia
"m 6.7 - 2 km nne of jimalalud, philippines",6.7,2012-06-02 03:49:00,9,7,unknown,0,1551,us,572,0.0,11.1,mww,11.0,9.999,123.206,"jimalalud, philippines",philippines
"m 7.1 - 125 km w of port-vila, vanuatu",7.1,2012-02-02 13:34:00,5,5,unknown,0,793,us,573,0.0,12.0,mww,23.0,-17.827,167.133,"port-vila, vanuatu",unknown
m 7.2 - off the west coast of northern sumatra,7.2,2012-10-01 18:36:00,4,4,unknown,0,838,us,443,0.0,17.0,mww,19.0,2.433,93.21,off the west coast of northern sumatra,unknown
"m 6.6 - 45 km nne of saryg-sep, russia",6.6,2011-12-27 15:21:00,0,7,unknown,0,670,us,545,0.0,17.6,mww,15.0,51.842,95.911,"saryg-sep, russia",russia
"m 7.1 - 25 km sse of wau, papua new guinea",7.1,2011-12-14 05:04:00,6,6,unknown,0,834,us,485,0.0,10.6,mww,135.0,-7.551,146.809,"wau, papua new guinea",papua new guinea
"m 6.5 - 6 km ssw of nuevo balsas, mexico",6.5,2011-11-12 01:47:00,8,7,unknown,0,1400,us,578,0.0,38.6,mww,59.0,17.986,-99.789,"nuevo balsas, mexico",mexico
"m 6.9 - 39 km sw of santiago, peru",6.9,2011-10-28 18:54:00,6,7,unknown,0,847,us,474,0.0,46.5,mww,24.0,-14.438,-75.966,"santiago, peru",peru
"m 7.1 - 27 km nne of van, turkey",7.1,2011-10-23 10:41:00,9,9,unknown,0,1096,us,693,0.0,19.7,mww,18.0,38.721,43.508,"van, turkey",turkey
"m 6.5 - 4 km ese of finschhafen, papua new guinea",6.5,2011-10-14 03:35:00,3,6,unknown,0,655,us,423,0.0,12.6,mww,37.0,-6.57,147.881,"finschhafen, papua new guinea",papua new guinea
"m 6.9 - 43 km nw of mangan, india",6.9,2011-09-18 12:40:00,8,8,unknown,0,1562,us,383,0.0,13.0,mww,50.0,27.73,88.155,"mangan, india",india
"m 6.7 - 99 km ne of miyako, japan",6.7,2011-09-16 19:26:00,5,5,unknown,0,712,us,667,0.0,10.9,mwc,30.0,40.273,142.779,"miyako, japan",unknown
"m 6.7 - 68 km wsw of kabanjahe, indonesia",6.7,2011-05-09 17:55:00,5,6,unknown,0,915,us,447,0.0,15.3,mww,91.0,2.965,97.893,"kabanjahe, indonesia",indonesia
"m 7.0 - 133 km sse of isangel, vanuatu",7.0,2011-03-09 22:55:00,7,5,unknown,0,761,us,406,0.0,15.3,mww,185.1,-20.671,169.716,"isangel, vanuatu",unknown
"m 7.0 - 64 km ese of contamana, peru",7.0,2011-08-24 17:46:00,6,6,unknown,0,913,us,471,0.0,26.9,mww,147.0,-7.641,-74.525,"contamana, peru",peru
"m 7.1 - 64 km s of port-vila, vanuatu",7.1,2011-08-20 18:19:00,5,6,unknown,0,787,us,564,0.0,12.3,mww,28.0,-18.311,168.218,"port-vila, vanuatu",unknown
"m 6.5 - 65 km ssw of port-vila, vanuatu",6.5,2011-08-20 17:13:00,0,5,unknown,0,650,us,322,0.0,15.0,mwc,35.0,-18.308,168.156,"port-vila, vanuatu",unknown
"m 7.2 - 71 km ssw of port-vila, vanuatu",7.2,2011-08-20 16:55:00,8,6,unknown,0,813,us,280,0.0,18.4,mww,32.0,-18.365,168.143,"port-vila, vanuatu",unknown
"m 6.6 - 103 km ne of angoram, papua new guinea",6.6,2011-07-31 23:38:00,3,6,unknown,0,674,us,229,0.0,16.6,mww,10.0,-3.518,144.828,"angoram, papua new guinea",papua new guinea
m 7.6 - kermadec islands region,7.6,2011-06-07 19:03:00,3,7,unknown,0,893,us,567,0.0,33.5,mww,17.0,-29.539,-176.34,kermadec islands region,unknown
"m 6.7 - 41 km nne of miyako, japan",6.7,2011-06-22 21:50:00,6,6,unknown,0,749,us,592,0.0,24.9,mww,33.0,39.955,142.205,"miyako, japan",japan
"m 6.8 - 124 km ne of wé, new caledonia",6.8,2011-10-05 08:55:00,4,5,unknown,0,734,us,519,0.0,12.5,mww,11.0,-20.244,168.226,"wé, new caledonia",unknown
"m 6.8 - 79 km w of kirakira, solomon islands",6.8,2011-04-23 04:16:00,5,6,unknown,0,719,us,445,0.0,13.0,mww,79.0,-10.375,161.2,"kirakira, solomon islands",solomon islands
"m 6.6 - 17 km ssw of ishikawa, japan",6.6,2011-11-04 08:16:00,7,7,unknown,0,822,us,586,0.0,10.1,mww,11.0,37.001,140.401,"ishikawa, japan",japan
"m 7.1 - 29 km ese of ishinomaki, japan",7.1,2011-07-04 14:32:00,8,8,unknown,0,1114,us,446,0.0,17.7,mww,42.0,38.276,141.588,"ishinomaki, japan",japan
"m 6.6 - 7 km sw of helio garcía alfaro, mexico",6.6,2011-07-04 13:11:00,7,6,unknown,0,897,us,518,0.0,37.2,mww,166.2,17.208,-94.338,"helio garcía alfaro, mexico",mexico
"m 6.9 - 27 km nnw of tachilek, myanmar",6.9,2011-03-24 13:55:00,7,9,unknown,0,1154,us,335,0.0,18.2,mww,8.0,20.687,99.822,"tachilek, myanmar",myanmar
"m 6.6 - 50 km ese of ?tsuchi, japan",6.6,2011-11-03 11:36:00,6,5,unknown,0,673,us,668,0.0,9.5,ms,25.7,39.241,142.463,"?tsuchi, japan",unknown
"m 6.5 - 81 km ne of hasaki, japan",6.5,2011-11-03 08:19:00,0,4,unknown,0,650,us,369,0.0,18.7,mb,6.8,36.166,141.562,"hasaki, japan",unknown
"m 7.7 - 272 km ese of kamaishi, japan",7.7,2011-11-03 06:25:00,7,4,unknown,0,931,us,507,0.0,10.8,mwc,18.6,38.058,144.59,"kamaishi, japan",unknown
"m 7.9 - 47 km e of ?arai, japan",7.9,2011-11-03 06:15:00,8,7,unknown,0,1140,us,163,0.0,48.4,mwc,42.6,36.281,141.111,"?arai, japan",unknown
"m 9.1 - 2011 great tohoku earthquake, japan",9.1,2011-11-03 05:46:00,9,8,unknown,0,2184,official,541,0.0,9.5,mww,29.0,38.297,142.373,"2011 great tohoku earthquake, japan",unknown
"m 7.3 - 120 km se of ?funato, japan",7.3,2011-09-03 02:45:00,5,5,unknown,0,972,us,550,0.0,17.4,mww,32.0,38.435,142.842,"?funato, japan",unknown
"m 6.7 - 38 km w of constitución, chile",6.7,2011-02-14 03:40:00,5,6,unknown,0,731,us,358,0.0,33.9,mww,21.0,-35.38,-72.834,"constitución, chile",unknown
"m 6.9 - 21 km n of tomé, chile",6.9,2011-11-02 20:05:00,7,7,unknown,0,988,us,382,0.0,34.7,mww,26.0,-36.422,-72.96,"tomé, chile",chile
"m 7.2 - 46 km wsw of dalbandin, pakistan",7.2,2011-01-18 20:23:00,7,7,unknown,0,1449,us,372,0.0,25.3,mww,68.0,28.777,63.951,"dalbandin, pakistan",pakistan
"m 7.0 - 118 km nne of tadine, new caledonia",7.0,2011-01-13 16:16:00,2,5,unknown,0,755,us,578,0.0,13.3,mww,9.0,-20.628,168.471,"tadine, new caledonia",unknown
"m 7.2 - 42 km nnw of carahue, chile",7.2,2011-02-01 20:20:00,8,7,unknown,0,1054,us,397,0.0,30.1,mww,24.0,-38.355,-73.326,"carahue, chile",chile
"m 7.3 - 141 km w of isangel, vanuatu",7.3,2010-12-25 13:16:00,0,5,unknown,0,820,us,409,0.0,12.0,mwc,16.0,-19.702,167.947,"isangel, vanuatu",unknown
"m 6.7 - 111 km se of bam, iran",6.7,2010-12-20 18:41:00,3,7,unknown,0,708,us,279,0.0,24.3,mwc,12.0,28.412,59.18,"bam, iran",iran
"m 6.6 - 52 km ene of kandrian, papua new guinea",6.6,2010-02-12 03:12:00,0,6,unknown,0,670,us,306,0.0,18.5,mwb,33.0,-6.001,149.977,"kandrian, papua new guinea",papua new guinea
"m 7.8 - 215 km sw of sungai penuh, indonesia",7.8,2010-10-25 14:42:00,4,7,unknown,0,946,us,379,0.0,23.0,mwc,20.1,-3.487,100.082,"sungai penuh, indonesia",unknown
"m 6.7 - 97 km ssw of el huitusi, mexico",6.7,2010-10-21 17:53:00,5,5,unknown,0,776,us,352,0.0,50.3,mwc,13.0,24.696,-109.156,"el huitusi, mexico",unknown
"m 7.0 - near the south coast of papua, indonesia",7.0,2010-09-29 17:11:00,8,5,unknown,0,772,us,271,0.0,15.1,mwc,26.0,-4.963,133.76,"papua, indonesia",indonesia
"m 7.0 - 19 km ne of methven, new zealand",7.0,2010-03-09 16:35:00,8,8,unknown,0,1245,us,365,0.0,15.8,mwc,12.0,-43.522,171.83,"methven, new zealand",new zealand
m 7.1 - ecuador,7.1,2010-12-08 11:54:00,6,5,unknown,0,945,us,672,0.0,12.4,mwc,206.7,-1.266,-77.306,ecuador,ecuador
"m 7.3 - 33 km nw of port-vila, vanuatu",7.3,2010-10-08 05:23:00,7,7,unknown,0,850,us,405,0.0,20.2,mwc,25.0,-17.541,168.069,"port-vila, vanuatu",vanuatu
"m 7.0 - 72 km ese of kimbe, papua new guinea",7.0,2010-04-08 22:01:00,4,6,unknown,0,757,us,396,0.0,12.7,mww,44.0,-5.746,150.765,"kimbe, papua new guinea",papua new guinea
"m 6.5 - 118 km ese of madang, papua new guinea",6.5,2010-04-08 07:15:00,5,4,unknown,0,659,us,403,0.0,11.1,mwc,220.0,-5.486,146.822,"madang, papua new guinea",papua new guinea
"m 7.6 - 61 km w of bantogon, philippines",7.6,2010-07-23 22:51:00,5,3,unknown,0,902,us,340,0.0,15.1,mwc,578.0,6.497,123.48,"bantogon, philippines",philippines
"m 7.3 - new britain region, papua new guinea",7.3,2010-07-18 13:34:00,8,7,unknown,0,831,us,397,0.0,18.2,mwc,35.0,-5.931,150.59,"new britain region, papua new guinea",papua new guinea
"m 6.9 - 56 km se of kimbe, papua new guinea",6.9,2010-07-18 13:04:00,4,7,unknown,0,737,us,456,0.0,15.7,mwc,28.0,-5.966,150.428,"kimbe, papua new guinea",papua new guinea
"m 6.6 - 30 km sse of cañete, chile",6.6,2010-07-14 08:32:00,6,7,unknown,0,753,us,295,0.0,52.8,mwc,22.0,-38.067,-73.31,"cañete, chile",chile
"m 6.7 - 55 km wsw of kirakira, solomon islands",6.7,2010-06-26 05:30:00,5,6,unknown,0,696,us,392,0.0,18.7,mwc,35.0,-10.627,161.447,"kirakira, solomon islands",solomon islands
"m 6.6 - 135 km sse of biak, indonesia",6.6,2010-06-16 03:58:00,0,7,unknown,0,670,us,309,0.0,25.0,mwc,10.5,-2.329,136.484,"biak, indonesia",indonesia
"m 7.0 - 121 km sse of biak, indonesia",7.0,2010-06-16 03:16:00,3,7,unknown,0,755,us,307,0.0,18.1,mwc,18.0,-2.174,136.543,"biak, indonesia",indonesia
"m 7.5 - nicobar islands, india region",7.5,2010-12-06 19:26:00,6,5,unknown,0,1144,us,514,0.0,18.6,mwc,35.0,7.881,91.936,"nicobar islands, india region",unknown
"m 7.2 - 100 km wnw of sola, vanuatu",7.2,2010-05-27 17:14:00,5,6,unknown,0,804,us,327,0.0,11.7,mwc,31.0,-13.698,166.643,"sola, vanuatu",vanuatu
"m 7.2 - 45 km ssw of meulaboh, indonesia",7.2,2010-09-05 05:59:00,5,6,unknown,0,918,us,611,0.0,20.6,mwc,38.0,3.748,96.018,"meulaboh, indonesia",indonesia
"m 6.9 - 233 km nnw of qamdo, china",6.9,2010-04-13 23:49:00,6,9,unknown,0,773,us,410,0.0,14.9,mwc,17.0,33.165,96.548,"qamdo, china",people's republic of china
"m 6.9 - 99 km wsw of kirakira, solomon islands",6.9,2010-11-04 09:40:00,4,5,unknown,0,740,us,399,0.0,12.1,mwc,21.0,-10.878,161.116,"kirakira, solomon islands",unknown
"m 7.8 - 75 km e of sinabang, indonesia",7.8,2010-06-04 22:15:00,0,7,unknown,0,936,us,352,0.0,19.2,mwc,31.0,2.383,97.048,"sinabang, indonesia",indonesia
"m 7.2 - 12km sw of delta, b.c., mx",7.2,2010-04-04 22:40:00,9,9,red,0,2910,ci,10,0.5137,239.0,mw,9.987,32.2862,-115.295,"delta, b.c., mx",mexico
"m 6.6 - 217 km n of bamboo flat, india",6.6,2010-03-30 16:54:00,5,6,unknown,0,701,us,413,0.0,16.7,mwc,34.0,13.667,92.831,"bamboo flat, india",india
"m 6.7 - 52 km nnw of tomé, chile",6.7,2010-03-16 02:21:00,5,6,unknown,0,856,us,312,0.0,34.7,mwc,18.0,-36.217,-73.257,"tomé, chile",unknown
"m 6.5 - 59 km ene of namie, japan",6.5,2010-03-14 08:08:00,6,5,unknown,0,810,us,491,0.0,27.0,mwc,32.0,37.745,141.59,"namie, japan",unknown
"m 7.0 - 52 km nw of santa cruz, chile",7.0,2010-11-03 14:55:00,7,7,unknown,0,874,us,403,0.0,17.1,mwc,18.0,-34.326,-71.799,"santa cruz, chile",chile
"m 6.9 - 61 km nw of santa cruz, chile",6.9,2010-11-03 14:39:00,7,7,unknown,0,1280,us,415,0.0,12.5,mwc,11.0,-34.29,-71.891,"santa cruz, chile",chile
"m 6.8 - 141 km w of bengkulu, indonesia",6.8,2010-05-03 16:07:00,4,6,unknown,0,717,us,401,0.0,23.2,mwc,26.0,-3.762,100.991,"bengkulu, indonesia",indonesia
